"","force"
"1",155717.97
"2",153467.12
"3",147458.8
"4",155971.05
"5",148178.42
"6",156316.57
"7",149435.12
"8",159932.53
"9",158857.27
"10",148749.12
"11",162165.54
"12",147499.5
"13",153910.2
