"","force"
"1",-202.83
"2",-207.75
"3",-206.63
"4",-213.38
"5",-210.1
"6",-202.65
"7",-198.5
"8",49316.62
"9",49605.93
"10",46223.16
"11",45457.29
"12",46646.58
"13",47847.91
"14",49483.94
