"","force"
"1",-11191.79
"2",-11347.42
"3",-11018.27
"4",-10637.92
"5",-11151.82
"6",-11386.06
"7",-11244.4
"8",-11315.97
"9",-11137.58
"10",-11420.04
"11",-10522.39
"12",-10432.02
"13",-11475.61
"14",-11053.08
"15",-11033.55
"16",-11217.06
"17",-10483.1
"18",-11261.16
"19",-11123.07
"20",-10939.76
"21",-11263.44
"22",-10434.76
"23",-10646.05
"24",-11234.67
"25",-10975.23
