"","force"
"1",79.94
"2",78.62
"3",84.3
"4",83.48
"5",79.72
"6",81.03
"7",82.97
"8",78.14
"9",84.36
"10",82.16
"11",79.35
"12",84.08
"13",83.36
"14",78.15
"15",79.82
"16",77.54
"17",84.76
"18",85.3
"19",81.05
"20",81.28
"21",82.54
"22",84.66
"23",77.58
"24",84.27
"25",82.39
"26",81.04
"27",80.38
"28",79.19
"29",81.55
"30",80.99
"31",85.04
"32",81.56
"33",77.63
"34",82.27
"35",77.97
"36",79.06
"37",81.34
"38",79.48
