"","force"
"1",180612.39
"2",189340.49
"3",182467.62
"4",176704.95
"5",179409.55
"6",175560.04
"7",186852.7
"8",189345.41
"9",178864.76
"10",181504.08
"11",184137.08
"12",178017.18
"13",192207.44
"14",180170.94
