"","force"
"1",336611.04
"2",334071.93
"3",336131.8
"4",346544.57
"5",341343.14
"6",336345.55
"7",334330.97
"8",329359.59
"9",333581.19
"10",355797.21
"11",329352.34
"12",332656.29
"13",324613.68
"14",347955
"15",344957.17
"16",347862.68
