"","force"
"1",6646.71
"2",6897.87
"3",6653.39
"4",6969.68
"5",6865.15
"6",6446.44
"7",6759.96
"8",6669.25
"9",6930.07
"10",6400.22
"11",6701.24
"12",6894.59
"13",6863.81
"14",6935.86
"15",6637.98
