"","force"
"1",123500.83
"2",123083.61
"3",117207.18
"4",121510.96
"5",127239.05
"6",117543.17
"7",119171.24
"8",121762.99
"9",125015.36
"10",126604.89
"11",117244.23
"12",117636.86
"13",125276.77
