"","force"
"1",71572.78
"2",74606.53
"3",71540.06
"4",70358.79
"5",73996.59
"6",72853.75
"7",71350.81
"8",75730.69
"9",71682.91
"10",72404.51
"11",75102.88
"12",74196.7
"13",75150.48
"14",74046.91
