"","force"
"1",-130958.19
"2",-124456.53
"3",-121893.71
"4",-125948.3
"5",-126187.01
"6",-120386.01
"7",-127956.23
"8",-120306.7
"9",-123199.9
"10",-127080.07
"11",-128154.01
"12",-129932.2
"13",-131654.14
"14",-120267.74
"15",-119500.21
"16",-128495.03
"17",-122076.52
"18",-130049.58
