"","force"
"1",218630.56
"2",223533.9
"3",236428.7
"4",218291.87
"5",227449.64
"6",230348.63
"7",229432.49
"8",230057.82
"9",236716.51
"10",227992.48
"11",221851.12
"12",236725.48
"13",219969.41
"14",228089.23
"15",236621.94
"16",224553.87
"17",215808.06
"18",215886.3
"19",232939.07
"20",217044.5
"21",228887.4
"22",229265.26
