"","force"
"1",173775.7
"2",182369.74
"3",172870.56
"4",175953.32
"5",180337.4
"6",172953.34
"7",169751.37
"8",181859.41
"9",181142.54
"10",179307.84
"11",176113.28
"12",177908.51
"13",180929.41
"14",175185.2
"15",184419.02
