"","force"
"1",449301.87
"2",449828.74
"3",454279.68
"4",456778.16
"5",461988.25
"6",483689.23
"7",462021.99
"8",458897.1
"9",484440.6
"10",484944.55
"11",464400.99
"12",478290.81
"13",454293.47
"14",451360.01
