"","force"
"1",140822.91
"2",137110.52
"3",137065.57
"4",143368.3
"5",146886.66
"6",140783.58
"7",140902.18
"8",140496.54
"9",146619.21
"10",145753.75
"11",136992.62
"12",143474.73
"13",147249.17
"14",146576.54
"15",147117.27
"16",137852.66
"17",149152.5
