"","force"
"1",-5722.7
"2",-5978.49
"3",-5650.32
"4",-6051.65
"5",-5813.28
"6",-6168.74
"7",-5870.09
"8",-5750.55
"9",-6092.58
"10",-5835.62
"11",-6041.8
"12",-5832.22
"13",-5778.74
"14",-5711.56
"15",-5929.54
"16",-6003.95
"17",-6052.94
"18",-6123.9
"19",-6000.7
"20",-5829.11
