"","force"
"1",33800.36
"2",32005.69
"3",33735.64
"4",33863.59
"5",32176.85
"6",34014.67
"7",32046.55
"8",32627.07
"9",33100.13
"10",31813.14
"11",32551.53
"12",34054.42
"13",33967.51
"14",32774.59
"15",34022.5
"16",33106.89
"17",34272.4
"18",31954.15
"19",34312.06
"20",33234.92
