"","force"
"1",255419.19
"2",257394.65
"3",249716.78
"4",253947.69
"5",262464.61
"6",267718.66
"7",263501.75
"8",258694.49
"9",260266.7
"10",268856.11
"11",254981.19
"12",274045.15
"13",250881.19
"14",252731.05
"15",257938.71
"16",252538.85
"17",258487.29
"18",269395.44
