"","force"
"1",157342.37
"2",157840.01
"3",156935.14
"4",149099.45
"5",156229.12
"6",153420.61
"7",149636.93
"8",146305.6
"9",147038.76
"10",149002.8
"11",153902.87
"12",149848.86
"13",152232.88
"14",157469.78
"15",156888.94
"16",146260.78
"17",159579.4
"18",151553.56
