"","force"
"1",1529
"2",1541.93
"3",1421.21
"4",1447.14
"5",1525.96
"6",1456.27
"7",1521.55
"8",1551.12
"9",1532.24
"10",1491.89
"11",1423.27
"12",1537.44
"13",1417.6
"14",1440.28
"15",1437.94
"16",1527.25
