"","force"
"1",87483.99
"2",81059.6
"3",85133.92
"4",80437.43
"5",85654.4
"6",80174.09
"7",84284.99
"8",82826.34
"9",81653.06
"10",84559.86
"11",79919.47
"12",85778.34
"13",80809.18
"14",82860.06
"15",86509.08
