"","force"
"1",132655.15
"2",136137.43
"3",127677.04
"4",132200.84
"5",135857.4
"6",129731.5
"7",127236.28
"8",133900.19
"9",128217.39
"10",138036.43
"11",132733.43
"12",132049.36
"13",128062.43
"14",136850.38
"15",128771.33
"16",133702.2
"17",137156.67
"18",127071.16
"19",133962.86
"20",129394.1
"21",128858.56
"22",125887.73
"23",138141.64
"24",127301.02
"25",135516.47
"26",132289.46
"27",125904.4
"28",128296.51
"29",137095.16
"30",134356.47
