"","force"
"1",154049.07
"2",152644.41
"3",146886.31
"4",142642.81
"5",150512.13
"6",149862.49
"7",144762.33
"8",149160.5
"9",141590.06
"10",142940.81
"11",151054.8
"12",153048.36
"13",142659.68
"14",148766.27
"15",147669.52
"16",145304.95
