"","force"
"1",41514.82
"2",40769.99
"3",38976.45
"4",38041.96
"5",39960.25
"6",39184.43
"7",38457.22
"8",40236.21
"9",39236.17
"10",39276.77
"11",37731.52
"12",37973.36
"13",40510.86
"14",38679.14
"15",39021.65
"16",38941.94
