"","force"
"1",89424.57
"2",91444.27
"3",87902.17
"4",88019.56
"5",88722.98
"6",96058.24
"7",95776.16
"8",87162.18
"9",95502.92
"10",88094.79
"11",90620.86
"12",95534.37
"13",96062.42
"14",91558.59
"15",91548.78
