"","force"
"1",306963.94
"2",289724.2
"3",308767.49
"4",306561.65
"5",290201.78
"6",297521.54
"7",310455.93
"8",313364.69
"9",294300.51
"10",301415.09
"11",294675.08
"12",297020.84
"13",316033.5
