"","force"
"1",423733.39
"2",424572.97
"3",429473.34
"4",416635.21
"5",417539.7
"6",441145.01
"7",406216.5
"8",434218.87
"9",444328.79
"10",405948.73
"11",434276.77
"12",443195.15
"13",416325.03
