"","force"
"1",30492.12
"2",30341.31
"3",30245.17
"4",29908.19
"5",30565.25
"6",31215.17
"7",28530.69
"8",31253.8
"9",28842.14
"10",31354.86
"11",29490.89
"12",30832.8
