"","force"
"1",85000.45
"2",81060.5
"3",85347
"4",81734.68
"5",86991
"6",86637.15
"7",83405.62
"8",80704.92
"9",84003.82
"10",85810.14
"11",85945.95
"12",83408.36
"13",85564.84
"14",82959.96
