"","force"
"1",64683.01
"2",62907.91
"3",64184.86
"4",63293.04
"5",65123.51
"6",65264.94
"7",67805.48
"8",67987.67
"9",66550.22
"10",62651.61
"11",66561
"12",68893.37
"13",62631.31
"14",63567.86
"15",64135.17
