"","force"
"1",176250.6
"2",179051.43
"3",186088.32
"4",175246.08
"5",183567.56
"6",176687.16
"7",188761.81
"8",186288.39
"9",174079.19
"10",183860.6
"11",173954.57
"12",179869.51
"13",174933.01
"14",178357.62
"15",185266.98
"16",182966.72
"17",180768.05
"18",190649.13
"19",185401.29
"20",191088.92
"21",188430.13
"22",190168.92
"23",180560.81
"24",184570.78
