"","force"
"1",1308.26
"2",1415.26
"3",1391.12
"4",1315.45
"5",1307.53
"6",1353.19
"7",1327.9
"8",1359.12
"9",1353.44
"10",1290.01
"11",1300.29
"12",1419.34
"13",1360.46
"14",1406.55
"15",1371
