"","force"
"1",-279860.49
"2",-268269.92
"3",-261181.95
"4",-268152.41
"5",-272026.65
"6",-267818.22
"7",-276161.22
"8",-274454.28
"9",-276829.33
"10",-266629.08
"11",-258959.31
