"","force"
"1",-22654.14
"2",-24290.32
"3",-22790.83
"4",-24649.47
"5",-23002.42
"6",-23199.32
"7",-22915.53
"8",-23436.24
"9",-24058.52
"10",-23444.95
"11",-23494.48
"12",-24450.05
"13",-24797.61
"14",-23745.38
"15",-24188.78
"16",-24478.47
