"","force"
"1",195280.13
"2",210966
"3",205681.22
"4",195742.22
"5",210835.76
"6",214448.57
"7",207635.47
"8",206988.05
"9",211773.89
"10",201920.43
"11",197058.44
"12",213686.69
"13",203786.3
"14",200747.88
"15",196781.59
