"","force"
"1",23787.82
"2",23230.8
"3",23343.42
"4",22239.67
"5",23803.13
"6",24352.08
"7",24105.42
"8",24124.33
"9",23022.82
"10",23120.28
"11",24568.82
"12",24540.59
"13",24269.21
"14",22399.63
"15",23036.25
"16",24225.86
"17",24200.17
"18",23418.81
"19",22495.99
"20",23146.3
"21",24047.13
"22",24087.04
"23",23166.3
