"","force"
"1",235864.6
"2",239688.12
"3",240388.33
"4",232205.21
"5",229487.89
"6",228830.47
"7",232096.9
"8",240660.84
"9",235511.15
"10",231454.64
"11",234692.76
"12",241841.35
"13",237854.4
